一网打尽 (yi1,wang3,da3,jin4)
计行虑义 (ji4,xing2,lv4,yi4)
姨姥姥 (yi2,lao3,lao5)
结扎 (jie2,za1)
干么 (gan4,me5)
披头散发 (pi1,tou2,san4,fa4)
送丧 (song4,sang4)
多藏厚亡 (duo1,cang2,hou4,wang2)
鞠躬尽瘁 (ju1,gong1,jin4,cui4)
日引月长 (ri4,yin3,yue4,chang2)
语笑喧哗 (yu3,xiao4,xuan1,hua2)
勿谓言之不预 (wu4,wei4,yan2,zhi1,bu4,yu4)
较差 (jiao4,cha4)
咋舌 (ze2,she2)
纷红骇绿 (fen1,hong2,hai4,lv4)
相呴以湿 (xiang1,xu3,yi3,shi1)
遁迹黄冠 (dun4,ji4,huang2,guan4)
青枝绿叶 (qing1,zhi1,lv4,ye4)
刻骨相思 (ke4,gu3,xiang1,si1)
那达慕 (na4,da2,mu4)
那么些 (na4,me5,xie1)
孀妻弱子 (shuang1,qi1,ruo4,zi3)
大人先生 (da4,ren2,xian1,sheng5)
难进易退 (nan2,jin4,yi4,tui4)
秋收冬藏 (qiu1,shou1,dong1,cang2)
长江天堑 (chang2,jiang1,tian1,qian4)
大骨节病 (da4,gu3,jie2,bing4)
一差二误 (yi1,cha4,er4,wu4)
阴魂不散 (yin1,hun2,bu4,san4)
典妻鬻子 (dian3,qi1,yu4,zi3)
攘臂 (rang3,bi4)
帖子 (tie3,zi3)
天长地老 (tian1,chang2,di4,lao3)
餔糟啜醨 (bu1,zao1,chuo4,li2)
载舟覆舟 (zai4,zhou1,fu4,zhou1)
渊谋远略 (yuan1,mou2,yuan3,lve4)
溜子 (liu1,zi3)
鹤骨松姿 (he4,gu3,song1,zi1)
大男大女 (da4,nan2,da4,nv3)
一意孤行 (yi1,yi4,gu1,xing2)
漏尽锺鸣 (lou4,jin4,zhong1,ming2)
不到黄河心不死 (bu4,dao4,huang2,he2,xin1,bu4,si3)
反骨 (fan3,gu3)
浓荫 (nong2,yin1)
多行不义必自毙 (duo1,xing2,bu4,yi4,bi4,zi4,bi4)
一些 (yi1,xie1)
妇女运动 (fu4,nv3,yun4,dong4)
盲女 (mang2,nv3)
无服之丧 (wu2,fu2,zhi1,sang4)
相声 (xiang4,sheng5)
哗笑 (hua2,xiao4)
嘎啦 (ga1,la1)
一会 (yi1,hui4)
画虎画皮难画骨 (hua4,hu3,hua4,pi2,nan2,hua4,gu3)
氯化钠 (lv4,hua4,na4)
相忍为国 (xiang1,ren3,wei4,guo2)
货而不售 (huo4,er2,bu4,shou4)
氯化钾 (lv4,hua4,jia3)
猪笼草 (zhu1,long2,cao3)
绞尽脑汁 (jiao3,jin4,nao3,zhi1)
心长绠短 (xin1,chang2,geng3,duan3)
鸿爪雪泥 (hong2,zhao3,xue3,ni2)
乌衣子弟 (wu1,yi1,zi3,di4)
倒持太阿 (dao3,chi2,tai4,a1)
藏踪 (cang2,zong1)
不闻不问 (bu4,wen2,bu4,wen4)
薄面 (bao2,mian4)
视而不见 (shi4,er2,bu4,jian4)
品绿 (pin3,lv4)
识礼知书 (shi2,li3,zhi1,shu1)
藏身 (cang2,shen1)
牛郎织女 (niu2,lang2,zhi1,nv3)
丧魂失魄 (sang4,hun2,shi1,po4)
不但 (bu4,dan4)
藏躲 (cang2,duo3)
日短心长 (ri4,duan3,xin1,chang2)
女织男耕 (nv3,zhi1,nan2,geng1)
泄露 (xie4,lou4)
疑虑 (yi2,lv4)
流血 (liu2,xie3)
爽心豁目 (shuang3,xin1,huo1,mu4)
豁出去 (huo1,chu1,qu4)
调唇弄舌 (tiao2,chun2,nong4,she2)
肆虐横行 (si4,nve4,heng2,xing2)
结果 (jie2,guo3)
近处 (jin4,chu4)
一共 (yi1,gong4)
神湛骨寒 (shen2,zhan4,gu3,han2)
千差万错 (qian1,cha4,wan4,cuo4)
掩瑕藏疾 (yan3,xia2,cang2,ji2)
目眦尽裂 (mu4,zi4,jin4,lie4)
神枢鬼藏 (shen2,shu1,gui3,cang2)
干吗 (gan4,ma2)
拉肚子 (la1,du3,zi5)
大舅子 (da4,jiu4,zi3)
遁身远迹 (dun4,shen1,yuan3,ji4)
卖妻鬻子 (mai4,qi1,yu4,zi3)
情同骨肉 (qing2,tong2,gu3,rou4)
便宜从事 (bian4,yi2,cong2,shi4)
干哕 (gan1,yue3)
软骨鱼 (ruan3,gu3,yu2)
剑头一吷 (jian4,tou2,yi1,xue4)
远处 (yuan3,chu4)
疟蚊 (nve4,wen2)
波长 (bo1,chang2)
无所不在 (wu2,suo3,bu4,zai4)
器乐 (qi4,le4)
无般不识 (wu2,ban1,bu4,shi2)
法律责任 (fa3,lv4,ze2,ren4)
藏污纳垢 (cang2,wu1,na4,gou4)
鹤骨霜髯 (he4,gu3,shuang1,ran2)
暗处 (an4,chu4)
嘶哑 (si1,ya3)
丧亡 (sang4,wang2)
不亦乐乎 (bu4,yi4,le4,hu1)
罄尽 (qing4,jin4)
尸骨 (shi1,gu3)
寓意深长 (yu4,yi4,shen1,chang2)
揎拳裸臂 (xuan1,quan2,luo3,bi4)
不禁不由 (bu4,jin1,bu4,you2)
那么多 (na4,me5,duo1)
毛骨悚然 (mao2,gu3,song3,ran2)
涤纶 (di2,lun2)
雪鸿指爪 (xue3,hong2,zhi3,zhao3)
尺骨 (chi3,gu3)
黑糊糊 (hei1,hu1,hu1)
风调雨顺 (feng1,tiao2,yu3,shun4)
上劲 (shang4,jin4)
干嘛 (gan4,ma5)
从从容容 (cong2,cong2,rong2,rong2)
小女子 (xiao3,nv3,zi3)
相差 (xiang1,cha4)
至亲骨肉 (zhi4,qin1,gu3,rou4)
下劲 (xia4,jin4)
尾骨 (wei3,gu3)
胡子拉碴 (hu2,zi3,la1,cha1)
巡查 (xun2,cha2)
迹地 (ji4,di4)
无功功率 (wu2,gong1,gong1,lv4)
韫椟而藏 (yun4,du2,er2,cang2)
雪耻 (xue3,chi3)
春蚕到死丝方尽 (chun1,can2,dao4,si3,si1,fang1,jin4)
上卷 (shang4,juan3)
无孔不入 (wu2,kong3,bu4,ru4)
逼供 (bi1,gong4)
长驱直入 (chang2,qu1,zhi2,ru4)
便宜施行 (bian4,yi2,shi1,xing2)
收藏 (shou1,cang2)
燕俦莺侣 (yan4,chou2,ying1,lv3)
厚往薄来 (hou4,wang3,bao2,lai2)
为了 (wei4,le5)
魂飞胆颤 (hun2,fei1,dan3,chan4)
串供 (chuan4,gong4)
劣迹昭著 (lie4,ji4,zhao1,zhu4)
火尽薪传 (huo3,jin4,xin1,chuan2)
相态 (xiang1,tai4)
电子音乐 (dian4,zi3,yin1,yue4)
下咽 (xia4,yan4)
为何 (wei4,he2)
抱朴含真 (bao4,pu3,han2,zhen1)
应和 (ying4,he4)
藏形匿影 (cang2,xing2,ni4,ying3)
调色板 (tiao2,se4,ban3)
民穷财尽 (min2,qiong2,cai2,jin4)
骨软筋麻 (gu3,ruan3,jin1,ma2)
轻车简从 (qing1,che1,jian3,cong2)
通儒达识 (tong1,ru2,da2,shi2)
王孙公子 (wang2,sun1,gong1,zi3)
遗书 (yi2,shu1)
干打垒 (gan1,da3,lei3)
藏锋 (cang2,feng1)
颠倒乾坤 (dian1,dao3,qian2,kun1)
一场 (yi1,chang3)
擅长 (shan4,chang2)
龟甲 (gui1,jia3)
咯血 (ka3,xie3)
救过不给 (jiu4,guo4,bu4,gei3)
飞流短长 (fei1,liu2,duan3,chang2)
厚德载物 (hou4,de2,zai4,wu4)
雨顺风调 (yu3,shun4,feng1,tiao2)
浪子宰相 (lang4,zi3,zai3,xiang4)
缉查 (ji1,cha2)
长生果 (chang2,sheng1,guo3)
兢兢乾乾 (jing1,jing1,qian2,qian2)
乐亭 (lao4,ting2)
神女峰 (shen2,nv3,feng1)
千里骏骨 (qian1,li3,jun4,gu3)
隔三差五 (ge2,san1,cha4,wu3)
成活率 (cheng2,huo2,lv4)
女主角 (nv3,zhu3,jue2)
丧天害理 (sang4,tian1,hai4,li3)
食不下咽 (shi2,bu4,xia4,yan4)
丧命 (sang4,ming4)
约略 (yue1,lve4)
美女 (mei3,nv3)
甲骨 (jia3,gu3)
痛心切骨 (tong4,xin1,qie4,gu3)
不可胜数 (bu4,ke3,sheng4,shu3)
降顺 (xiang2,shun4)
少奶奶 (shao4,nai3,nai5)
恶虎不食子 (e4,hu3,bu4,shi2,zi3)
碍口识羞 (ai4,kou3,shi2,xiu1)
隐迹埋名 (yin3,ji4,mai2,ming2)
雪泥鸿迹 (xue3,ni2,hong2,ji4)
轻口薄舌 (qing1,kou3,bao2,she2)
骨化形销 (gu3,hua4,xing2,xiao1)
绿酒红灯 (lv4,jiu3,hong2,deng1)
才蔽识浅 (cai2,bi4,shi2,qian3)
燕侣莺俦 (yan4,lv3,ying1,chou2)
隽语 (jun4,yu3)
有劲 (you3,jin4)
履险若夷 (lv3,xian3,ruo4,yi2)
迂夫子 (yu1,fu1,zi3)
粮尽援绝 (liang2,jin4,yuan2,jue2)
载波 (zai4,bo1)
崭露头角 (zhan3,lu4,tou2,jiao3)
望闻问切 (wang4,wen2,wen4,qie1)
躲藏 (duo3,cang2)
无着 (wu2,zhuo2)
哑巴吃黄连 (ya3,ba1,chi1,huang2,lian2)
识途老马 (shi2,tu2,lao3,ma3)
藏香 (cang2,xiang1)
千姿万态 (qian1,zi1,wan4,tai5)
周长 (zhou1,chang2)
从容不迫 (cong2,rong2,bu4,po4)
方领圆冠 (fang1,ling3,yuan2,guan4)
长材小试 (chang2,cai2,xiao3,shi4)
情逾骨肉 (qing2,yu2,gu3,rou4)
逆差 (ni4,cha4)
齿豁头童 (chi3,huo1,tou2,tong2)
成绩单 (cheng2,ji4,dan1)
水穷山尽 (shui3,qiong2,shan1,jin4)
喘吁吁 (chuan3,xu1,xu1)
通宿 (tong1,su4)
夜猫子 (ye4,mao1,zi3)
旋转乾坤 (xuan2,zhuan3,qian2,kun1)
争短论长 (zheng1,duan3,lun4,chang2)
形迹可疑 (xing2,ji4,ke3,yi2)
众毁销骨 (zhong4,hui3,xiao1,gu3)
相术 (xiang1,shu4)
普查 (pu3,cha2)
新绿 (xin1,lv4)
识大体 (shi2,da4,ti3)
荆棘载途 (jing1,ji2,zai4,tu2)
冲冠发怒 (chong1,guan4,fa1,nu4)
睡眼惺忪 (shui4,yan3,xing1,song1)
装聋作哑 (zhuang1,long2,zuo4,ya3)
片鳞半爪 (pian4,lin2,ban4,zhao3)
知来藏往 (zhi1,lai2,cang2,wang3)
一字长蛇阵 (yi1,zi4,chang2,she2,zhen4)
骨骼肌 (gu3,ge2,ji1)
湮灭 (yan1,mie4)
倒打一耙 (dao4,da3,yi1,pa2)
心不在焉 (xin1,bu4,zai4,yan1)
推聋妆哑 (tui1,long2,zhuang1,ya3)
不尽 (bu4,jin4)
不屑 (bu4,xie4)
挑雪填井 (tiao1,xue3,tian2,jing3)
踝骨 (huai2,gu3)
换骨脱胎 (huan4,gu3,tuo1,tai1)
长方体 (chang2,fang1,ti3)
露脸 (lou4,lian3)
闹嚷嚷 (nao4,rang1,rang5)
尽忠竭力 (jin4,zhong1,jie2,li4)
不治之症 (bu4,zhi4,zhi1,zheng4)
略识之无 (lve4,shi2,zhi1,wu2)
鸟入樊笼 (niao3,ru4,fan2,long2)
鸟得弓藏 (niao3,de2,gong1,cang2)
哑语 (ya3,yu3)
支那 (zhi1,na4)
哑谜 (ya3,mi2)
下帖 (xia4,tie3)
留连不舍 (liu2,lian2,bu4,she3)
断臂 (duan4,bi4)
言不由衷 (yan2,bu4,you2,zhong1)
法律制度 (fa3,lv4,zhi4,du4)
那个 (na4,ge4)
青绿 (qing1,lv4)
功成骨枯 (gong1,cheng2,gu3,ku1)
乐器 (yue4,qi4)
那么 (na4,me5)
除恶务尽 (chu2,e4,wu4,jin4)
蛤粉 (ge2,fen3)
丧家 (sang4,jia1)
深入骨髓 (shen1,ru4,gu3,sui3)
惊心丧魄 (jing1,xin1,sang4,po4)
纱笼 (sha1,long2)
庚帖 (geng1,tie3)
十指有长短 (shi2,zhi3,you3,chang2,duan3)
行尸走骨 (xing2,shi1,zou3,gu3)
筋疲力尽 (jin1,pi2,li4,jin4)
褪后趋前 (tui4,hou4,qu1,qian2)
较短絜长 (jiao4,duan3,xie2,chang2)
夜长梦多 (ye4,chang2,meng4,duo1)
朴厚 (pu3,hou4)
不当 (bu4,dang4)
寿终正寝 (shou4,zhong1,zheng4,qin3)
降龙 (xiang2,long2)
哑口无言 (ya3,kou3,wu2,yan2)
漏尽钟鸣 (lou4,jin4,zhong1,ming2)
不必 (bu4,bi4)
机关用尽 (ji1,guan1,yong4,jin4)
瘠薄 (ji2,bao2)
呼啦啦 (hu1,la1,la1)
卷铺盖 (juan3,pu1,gai4)
不忿 (bu4,fen4)
应徵 (ying4,zhi3)
衰乏 (shuai1,fa2)
靡然成风 (mi2,ran2,cheng2,feng1)
百虑攒心 (bai3,lv4,zan3,xin1)
眩晕 (xuan4,yun1)
义女 (yi4,nv3)
泰来否极 (tai5,lai2,fou3,ji2)
霓裳 (ni2,chang2)
一打 (yi1,da3)
遁世长往 (dun4,shi4,chang2,wang3)
长鸣都尉 (chang2,ming2,du1,wei4)
数说 (shu3,shuo1)
蜚短流长 (fei1,duan3,liu2,chang2)
调和鼎鼐 (tiao2,he2,ding3,nai4)
弹指之间 (tan2,zhi3,zhi1,jian1)
不愧 (bu4,kui4)
巴巴结结 (ba1,ba1,jie1,jie1)
颤声 (chan4,sheng1)
不慎 (bu4,shen4)
那儿 (na4,er2)
固定汇率 (gu4,ding4,hui4,lv4)
干政 (gan1,zheng4)
人生何处不相逢 (ren2,sheng1,he2,chu4,bu4,xiang1,feng2)
振臂一呼 (zhen4,bi4,yi1,hu1)
不懈 (bu4,xie4)
先我着鞭 (xian1,wo3,zhuo2,bian1)
外孙女 (wai4,sun1,nv3)
官情纸薄 (guan1,qing2,zhi3,bao2)
青苔 (qing1,tai2)
目不给赏 (mu4,bu4,gei3,shang3)
顺当 (shun4,dang1)
遗寝载怀 (yi2,qin3,zai4,huai2)
痴儿呆女 (chi1,er2,dai1,nv3)
调脂弄粉 (tiao2,zhi1,nong4,fen3)
木塞 (mu4,sai1)
坐地自划 (zuo4,di4,zi4,hua2)
琴瑟失调 (qin2,se4,shi1,tiao2)
凤骨龙姿 (feng4,gu3,long2,zi1)
屎壳郎 (shi3,ke5,lang4)
隐鳞藏彩 (yin3,lin2,cang2,cai3)
丧志 (sang4,zhi4)
三首六臂 (san1,shou3,liu4,bi4)
凿龟数策 (zao2,gui1,shu3,ce4)
嚷嚷 (rang1,rang5)
乐子 (le4,zi3)
干松 (gan1,song1)
用其所长 (yong4,qi2,suo3,chang2)
胶柱调瑟 (jiao1,zhu4,tiao2,se4)
追查 (zhui1,cha2)
来劲 (lai2,jin4)
过滤 (guo4,lv4)
通元识微 (tong1,yuan2,shi2,wei1)
崇论吰议 (chong2,lun4,hong2,yi4)
长袖善舞 (chang2,xiu4,shan4,wu3)
长途电话 (chang2,tu2,dian4,hua4)
弱冠 (ruo4,guan4)
愁红怨绿 (chou2,hong2,yuan4,lv4)
无思无虑 (wu2,si1,wu2,lv4)
壶浆塞道 (hu2,jiang1,sai1,dao4)
饶有兴趣 (rao2,you3,xing4,qu4)
不料 (bu4,liao4)
知识产权 (zhi1,shi2,chan3,quan2)
恋恋难舍 (lian4,lian4,nan2,she3)
一语中人 (yi1,yu3,zhong4,ren2)
长风破浪 (chang2,feng1,po4,lang4)
波罗塞戏 (bo1,luo2,sai1,xi4)
不道德 (bu4,dao4,de2)
一弹指顷 (yi1,tan2,zhi3,qing3)
财竭力尽 (cai2,jie2,li4,jin4)
纠葛 (jiu1,ge2)
哄闹 (hong1,nao4)
多见广识 (duo1,jian4,guang3,shi2)
哑铃 (ya3,ling2)
男婚女聘 (nan2,hun1,nv3,pin4)
耙地 (ba4,di4)
相片 (xiang4,pian1)
杖履纵横 (zhang4,lv3,zong4,heng2)
大吃一惊 (da4,chi1,yi1,jing1)
绿鬓朱颜 (lv4,bin4,zhu1,yan2)
魂慴色沮 (hun2,she4,se4,ju3)
弹力 (tan2,li4)
敝鼓丧豚 (bi4,gu3,sang4,tun2)
不敢掠美 (bu4,gan3,lve4,mei3)
独到之处 (du2,dao4,zhi1,chu4)
行险徼幸 (xing2,xian3,jiao3,xing4)
弹劾 (tan2,he2)
人尽其才 (ren2,jin4,qi2,cai2)
寸善片长 (cun4,shan4,pian4,chang2)
朴学 (pu3,xue2)
朴实 (pu3,shi2)
矮子看戏 (ai3,zi3,kan4,xi4)
松劲 (song1,jin4)
不识起倒 (bu4,shi2,qi3,dao3)
差等 (cha4,deng3)
一帆风顺 (yi1,fan2,feng1,shun4)
旅行 (lv3,xing2)
缩略 (suo1,lve4)
法律关系 (fa3,lv4,guan1,xi4)
靓衣 (jing4,yi1)
藏之名山 (cang2,zhi1,ming2,shan1)
素不相识 (su4,bu4,xiang1,shi2)
讪牙闲嗑 (shan4,ya2,xian2,ke1)
尽欢而散 (jin4,huan1,er2,san4)
绕远儿 (rao4,yuan3,er2)
头盖骨 (tou2,gai4,gu3)
嘴快舌长 (zui3,kuai4,she2,chang2)
不在乎 (bu4,zai4,hu5)
遗形藏志 (yi2,xing2,cang2,zhi4)
嚼子 (jiao2,zi3)
专柜 (zhuan1,gui4)
身长 (shen1,chang2)
当儿 (dang1,er2)
文以载道 (wen2,yi3,zai4,dao4)
颤悠 (chan4,you1)
格格不入 (ge2,ge2,bu4,ru4)
矛头 (mao2,tou2)
杆子 (gan1,zi5)
地上 (di4,shang4)
杈子 (cha1,zi3)
赴汤蹈火 (fu4,tang1,dao3,huo3)
伽利略 (jia1,li4,lve4)
蛤蟆 (ha2,ma2)
四处 (si4,chu4)
杠夫 (gang4,fu1)
细菌 (xi4,jun1)
正冠李下 (zheng4,guan4,li3,xia4)
杠头 (gang4,tou2)
得不偿丧 (de2,bu4,chang2,sang4)
窈窕淑女 (yao3,tiao3,shu1,nv3)
昼乾夕惕 (zhou4,qian2,xi1,ti4)
虎骨 (hu3,gu3)
痛心入骨 (tong4,xin1,ru4,gu3)
耙子 (pa2,zi3)
严查 (yan2,cha2)
退藏于密 (tui4,cang2,yu2,mi4)
耳塞 (er3,sai1)
头会箕敛 (tou2,kuai4,ji1,lian3)
省略 (sheng3,lve4)
短处 (duan3,chu4)
杂差 (za2,cha4)
乱弹 (luan4,tan2)
耗尽 (hao4,jin4)
孝子慈孙 (xiao4,zi3,ci2,sun1)
发上冲冠 (fa4,shang4,chong1,guan1)
魂消胆丧 (hun2,xiao1,dan3,sang4)
纸短情长 (zhi3,duan3,qing2,chang2)
玉骨冰肌 (yu4,gu3,bing1,ji1)
塞耳偷铃 (sai1,er3,tou1,ling2)
石女 (shi2,nv3)
主心骨 (zhu3,xin1,gu3)
呕心镂骨 (ou3,xin1,lou4,gu3)
昂藏 (ang2,cang2)
塞上江南 (sai1,shang4,jiang1,nan2)
弟子 (di4,zi3)
男儿有泪不轻弹 (nan2,er2,you3,lei4,bu4,qing1,tan2)
绿草如茵 (lv4,cao3,ru2,yin1)
臂有四肘 (bi4,you3,si4,zhou3)
柏乡 (bai3,xiang1)
干点 (gan1,dian3)
行当 (hang2,dang1)
女大须嫁 (nv3,da4,xu1,jia4)
律令 (lv4,ling4)
长方形 (chang2,fang1,xing2)
深惟重虑 (shen1,wei2,zhong4,lv4)
肚丝 (du3,si1)
群氓 (qun2,meng2)
载歌且舞 (zai4,ge1,qie3,wu3)
鹤骨松筋 (he4,gu3,song1,jin1)
捏一把汗 (nie1,yi1,ba3,han4)
吹拉弹唱 (chui1,la1,tan2,chang4)
远略 (yuan3,lve4)
分配律 (fen1,pei4,lv4)
相机行事 (xiang1,ji1,xing2,shi4)
喽罗 (lou2,luo2)
雨迹云踪 (yu3,ji4,yun2,zong1)
闭口藏舌 (bi4,kou3,cang2,she2)
铁狱铜笼 (tie3,yu4,tong2,long2)
码头 (ma3,tou2)
鞭长不及 (bian1,chang2,bu4,ji2)
洒狗血 (sa3,gou3,xie3)
正冠纳履 (zheng4,guan4,na4,lv3)
分外妖娆 (fen4,wai4,yao1,rao2)
柜上 (gui4,shang4)
不得了 (bu4,de2,le5)
衰少 (shuai1,shao3)
石子 (shi2,zi3)
众毛飞骨 (zhong4,mao2,fei1,gu3)
了得 (liao3,de5)
一技之长 (yi1,ji4,zhi1,chang2)
目挑心悦 (mu4,tiao1,xin1,yue4)
不衫不履 (bu4,shan1,bu4,lv3)
朴拙 (pu3,zhuo1)
补差 (bu3,cha4)
朝日 (chao2,ri4)
长蛇封豕 (chang2,she2,feng1,shi3)
震颤 (zhen4,chan4)
尽如人意 (jin4,ru2,ren2,yi4)
说长道短 (shuo1,chang2,dao4,duan3)
旧识 (jiu4,shi2)
品竹调丝 (pin3,zhu2,tiao2,si1)
乜斜 (mie1,xie2)
亲子 (qin1,zi3)
醉翁之意不在酒 (zui4,weng1,zhi1,yi4,bu4,zai4,jiu3)
鲍子知我 (bao4,zi3,zhi1,wo3)
顶门杠 (ding3,men2,gang4)
毓子孕孙 (yu4,zi3,yun4,sun1)
长江三峡 (chang2,jiang1,san1,xia2)
企划 (qi3,hua2)
调理阴阳 (tiao2,li3,yin1,yang2)
亲家 (qing4,jia5)
日薄桑榆 (ri4,bao2,sang1,yu2)
载驱载驰 (zai4,qu1,zai4,chi2)
带累 (dai4,lei4)
砖头 (zhuan1,tou2)
弹射 (tan2,she4)
翠柏 (cui4,bai3)
弟弟 (di4,di5)
回弹 (hui2,tan2)
一筹莫展 (yi1,chou2,mo4,zhan3)
哑口无声 (ya3,kou3,wu2,sheng1)
瘦长 (shou4,chang2)
绕行 (rao4,xing2)
玩物丧志 (wan2,wu4,sang4,zhi4)
藏巧于拙 (cang2,qiao3,yu2,zhuo1)
功率放大器 (gong1,lv4,fang4,da4,qi4)
表徵 (biao3,zhi3)
五藏六府 (wu3,cang2,liu4,fu3)
灰躯糜骨 (hui1,qu1,mi2,gu3)
用舍行藏 (yong4,she3,xing2,cang2)
目挑眉语 (mu4,tiao1,mei2,yu3)
壳郎猪 (ke2,lang2,zhu1)
博识多通 (bo2,shi2,duo1,tong1)
未曾 (wei4,ceng2)
木杠 (mu4,gang4)
仕女 (shi4,nv3)
不识马肝 (bu4,shi2,ma3,gan1)
长白山 (chang2,bai2,shan1)
深长 (shen1,chang2)
仙女 (xian1,nv3)
得劲 (de2,jin4)
不得劲 (bu4,de2,jin4)
鹤长凫短 (he4,chang2,fu2,duan3)
出言不逊 (chu1,yan2,bu4,xun4)
书柜 (shu1,gui4)
琴瑟调和 (qin2,se4,tiao2,he2)
当子 (dang1,zi3)
木人石心 (mu4,ren2,shi2,xin1)
大姑子 (da4,gu1,zi3)
才识过人 (cai2,shi2,guo4,ren2)
露面 (lou4,mian4)
迁思回虑 (qian1,si1,hui2,lv4)
有识之士 (you3,shi2,zhi1,shi4)
侄孙女 (zhi2,sun1,nv3)
争长竞短 (zheng1,chang2,jing4,duan3)
钟鸣漏尽 (zhong1,ming2,lou4,jin4)
长生不老 (chang2,sheng1,bu4,lao3)
圣女 (sheng4,nv3)
霹雷 (pi1,lei2)
数一数二 (shu3,yi1,shu3,er4)
行旅 (xing2,lv3)
话长说短 (hua4,chang2,shuo1,duan3)
开弓不放箭 (kai1,gong1,bu4,fang4,jian4)
翻查 (fan1,cha2)
兴观群怨 (xing4,guan1,qun2,yuan4)
速率 (su4,lv4)
结识 (jie2,shi2)
枝子 (zhi1,zi3)
瘦骨如柴 (shou4,gu3,ru2,chai2)
查勤 (cha2,qin2)
长揖不拜 (chang2,yi1,bu4,bai4)
柜台 (gui4,tai2)
枳壳 (zhi3,ke2)
一丁不识 (yi1,ding1,bu4,shi2)
不义之财 (bu4,yi4,zhi1,cai2)
露风 (lou4,feng1)
弹性 (tan2,xing4)
梵哑铃 (fan4,ya3,ling2)
伺候 (ci4,hou5)
干硬 (gan1,ying4)
令媛 (ling4,yuan4)
考查 (kao3,cha2)
失诸交臂 (shi1,zhu1,jiao1,bi4)
露馅 (lou4,xian4)
大姨子 (da4,yi2,zi3)
旱冰场 (han4,bing1,chang3)
柴毁骨立 (chai2,hui3,gu3,li4)
背债 (bei1,zhai4)
溥天率土 (pu3,tian1,lv4,tu3)
耷拉 (da1,la1)
为丛驱雀 (wei4,cong2,qu1,que4)
忙忙碌碌 (mang2,mang2,lu4,lu4)
顾前不顾后 (gu4,qian2,bu4,gu4,hou4)
鸿爪春泥 (hong2,zhao3,chun1,ni2)
人心丧尽 (ren2,xin1,sang4,jin4)
石室金鐀 (shi2,shi4,jin1,gui4)
充类至尽 (chong1,lei4,zhi4,jin4)
芥子气 (jie4,zi3,qi4)
琵琶骨 (pi2,pa2,gu3)
日久天长 (ri4,jiu3,tian1,chang2)
枭将 (xiao1,jiang1)
澄思渺虑 (cheng2,si1,miao3,lv4)
酊剂 (ding1,ji4)
打家截舍 (da3,jia1,jie2,she3)
悲悲切切 (bei1,bei1,qie4,qie1)
一路顺风 (yi1,lu4,shun4,feng1)
酒兴 (jiu3,xing4)
尽可能 (jin4,ke3,neng2)
成风尽垩 (cheng2,feng1,jin4,e4)
刨树搜根 (pao2,shu4,sou1,gen1)
发芽率 (fa1,ya2,lv4)
女娲补天 (nv3,wa1,bu3,tian1)
曲率 (qu3,lv4)
那末 (na4,mo4)
恨入骨髓 (hen4,ru4,gu3,sui3)
两耳塞豆 (liang3,er3,sai1,dou4)
衣服 (yi1,fu2)
不识好歹 (bu4,shi2,hao3,dai3)
心劲 (xin1,jin4)
杀彘教子 (sha1,zhi4,jiao4,zi3)
纤长 (xian1,chang2)
赶得上 (gan3,dei3,shang4)
折而族之 (zhe2,er2,zu2,zhi1)
惟肖惟妙 (wei2,xiao1,wei2,miao4)
坏处 (huai4,chu4)
迷糊 (mi2,hu5)
玩人丧德 (wan2,ren2,sang4,de2)
酒劲 (jiu3,jin4)
不识抬举 (bu4,shi2,tai2,ju3)
佣人 (yong1,ren2)
衣柜 (yi1,gui4)
差误 (cha4,wu4)
男欢女爱 (nan2,huan1,nv3,ai4)
闭目塞聪 (bi4,mu4,sai1,cong1)
那样 (na4,yang4)
闹肚子 (nao4,du3,zi5)
粉白黛绿 (fen3,bai2,dai4,lv4)
争长论短 (zheng1,chang2,lun4,duan3)
用尽心机 (yong4,jin4,xin1,ji1)
杠杠 (gang4,gang4)
小王子 (xiao3,wang2,zi3)
袅袅娜娜 (niao3,niao3,nuo2,nuo2)
干粉 (gan1,fen3)
行款 (hang2,kuan3)
靓饰 (jing4,shi4)
贪便宜 (tan1,pian2,yi2)
取之不尽 (qu3,zhi1,bu4,jin4)
丧门星 (sang4,men2,xing1)
睥睨 (bi4,ni4)
语长心重 (yu3,chang2,xin1,zhong4)
车载 (che1,zai4)
悬龟系鱼 (xuan2,gui1,ji4,yu2)
酒吧 (jiu3,ba1)
频率 (pin2,lv4)
不禁 (bu4,jin1)
不厌其烦 (bu4,yan4,qi2,fan2)
余兴 (yu2,xing4)
简丝数米 (jian3,si1,shu3,mi3)
不舍昼夜 (bu4,she3,zhou4,ye4)
锲而不舍 (qie4,er2,bu4,she3)
钻穴逾隙 (zuan1,xue2,yu2,xi4)
雕心雁爪 (diao1,xin1,yan4,zhao3)
余切 (yu2,qie1)
视丹如绿 (shi4,dan1,ru2,lv4)
塞内加尔 (sai1,nei4,jia1,er3)
中的 (zhong1,de5)
须弥芥子 (xu1,mi2,jie4,zi3)
儿女情长 (er2,nv3,qing2,chang2)
龙骨 (long2,gu3)
时长 (shi2,chang2)
寸有所长 (cun4,you3,suo3,chang2)
神清骨秀 (shen2,qing1,gu3,xiu4)
法律意识 (fa3,lv4,yi4,shi2)
杖履相从 (zhang4,lv3,xiang1,cong2)
干结 (gan1,jie2)
